date,open,high,low,close,volume
2022-11-21,10.310299811730566,10.444448106343073,10.04679253593923,10.147404670715332,288222600
2022-11-22,10.219269606632263,10.588179231726627,9.979718044438524,10.573805809020996,292477200
2022-11-23,10.564222501914054,10.95708779338854,10.545058853983146,10.890012741088867,357567000
2022-11-25,10.7031622300407,10.779818645078153,10.612132394502517,10.664834022521973,134753000
2022-11-28,10.444447327545102,10.669626371825546,10.089911139364885,10.195314407348633,262765200
2022-11-29,10.214477942789511,10.262388435538767,9.80724012514578,9.950971603393555,275805400
2022-11-30,9.989301017228396,11.330789492780934,9.893480020196035,11.287670135498047,545469800
2022-12-01,11.354743838413121,11.579921966496372,11.024162443460424,11.349952697753906,411007200
2022-12-02,10.755865537975925,11.321206458721358,10.727118692484613,11.215804100036621,363310000
2022-12-05,10.961878996169743,11.115192762352667,10.47319450770652,10.65046215057373,301980000
2022-12-06,10.626507493075858,10.640880002029656,9.821614094262234,9.974926948547363,339801000
2022-12-07,9.850361941945865,10.075541040065552,9.668303120524824,9.85515308380127,347335800
2022-12-08,9.998881467157139,10.300715999002088,9.76891129919044,10.20489501953125,377840200
2022-12-09,10.085119324484005,10.391745912701463,9.950971048841922,10.008462905883789,354007800
2022-12-12,10.018043470827797,10.37737071415395,9.9030588626214,10.372579574584961,225655000
2022-12-13,11.584713812863358,11.608668603802048,10.406119639582496,10.698372840881348,695385600
2022-12-14,10.640879720986838,11.01458047879932,10.099493604364268,10.44444751739502,578911000
2022-12-15,9.994091391240646,10.075538958320605,9.270645569252004,9.409584999084473,428053200
2022-12-16,9.332928632675237,9.491032626982792,8.964019008018717,9.131705284118652,351284200
2022-12-19,9.150869420080713,9.165241928280967,8.614273544399532,8.753213882446289,310533000
2022-12-20,8.62385775352925,8.892155294436998,8.465753731267222,8.714887619018555,345762400
2022-12-21,8.820287552663617,9.222734209454218,8.734048852806117,9.093376159667969,326374600
2022-12-22,8.779379692816839,8.789011706922523,7.984756900286413,8.447083473205566,460900400
2022-12-23,8.28816006394128,8.533770973556786,8.105156343073073,8.47116470336914,330134600
2022-12-27,8.408556161700337,8.418188176659326,8.052179875253332,8.109971046447754,263200600
