datetime,open,high,low,close,volume
2022-09-06T09:00:00,26780.0,28170.0,25450.0,25490.0,1177775.44308074
2022-09-07T09:00:00,25490.0,26800.0,25110.0,26390.0,284712.30812183
2022-09-08T09:00:00,26380.0,26670.0,25780.0,26630.0,424627.48688799
2022-09-09T09:00:00,26630.0,28580.0,26550.0,28010.0,583703.09323988
2022-09-10T09:00:00,28010.0,29300.0,27550.0,28120.0,637935.25705073
2022-09-11T09:00:00,28120.0,28740.0,27600.0,28450.0,271586.96456073
2022-09-12T09:00:00,28410.0,29970.0,27700.0,29340.0,692452.61397638
2022-09-13T09:00:00,29340.0,30380.0,26480.0,26570.0,969205.56055928
2022-09-14T09:00:00,26550.0,27120.0,25950.0,26810.0,482200.94324513
2022-09-15T09:00:00,26820.0,27100.0,25730.0,25970.0,454497.54492996
2022-09-16T09:00:00,25970.0,26030.0,24920.0,25470.0,303571.43659817
2022-09-17T09:00:00,25490.0,26070.0,25450.0,25890.0,181230.82103335
2022-09-18T09:00:00,25890.0,26350.0,23180.0,23690.0,419688.31358192
2022-09-19T09:00:00,23690.0,24600.0,23220.0,24360.0,336476.2783718
2022-09-20T09:00:00,24400.0,24590.0,23510.0,23600.0,221775.33220779
2022-09-21T09:00:00,23600.0,25270.0,23280.0,23780.0,389055.07245458
2022-09-22T09:00:00,23770.0,25390.0,23640.0,25090.0,236411.9784832
2022-09-23T09:00:00,25120.0,25970.0,24660.0,25690.0,318663.13439713
2022-09-24T09:00:00,25680.0,26100.0,25290.0,25390.0,150184.58985602
2022-09-25T09:00:00,25400.0,25660.0,24740.0,24950.0,105465.68155909
2022-09-26T09:00:00,24910.0,25270.0,24530.0,25250.0,170717.41089471
2022-09-27T09:00:00,25210.0,26300.0,24580.0,24990.0,331025.07195229
2022-09-28T09:00:00,24990.0,25050.0,24300.0,24870.0,150833.30047424
2022-09-29T09:00:00,24860.0,25070.0,24420.0,24800.0,142378.95744062
2022-09-30T09:00:00,24800.0,25400.0,24560.0,24740.0,137991.46824612
2022-10-01T09:00:00,24740.0,24980.0,24430.0,24510.0,55800.66326049
2022-10-02T09:00:00,24510.0,24780.0,23940.0,24070.0,77077.30983079
2022-10-03T09:00:00,24060.0,24900.0,23820.0,24740.0,72264.57625265
2022-10-04T09:00:00,24700.0,25110.0,24600.0,24880.0,107007.98992809
2022-10-05T09:00:00,24880.0,24890.0,24300.0,24760.0,102287.02770264
2022-10-06T09:00:00,24720.0,24990.0,24220.0,24290.0,92833.3235857
2022-10-07T09:00:00,24250.0,24430.0,23870.0,24040.0,100758.23150402
2022-10-08T09:00:00,24080.0,24230.0,23860.0,23980.0,67827.54577397
2022-10-09T09:00:00,24020.0,24230.0,23850.0,24060.0,50371.66955453
2022-10-10T09:00:00,24060.0,24580.0,23220.0,23260.0,122524.99758042
2022-10-11T09:00:00,23250.0,23440.0,22460.0,22890.0,122439.54536079
2022-10-12T09:00:00,22900.0,23170.0,22730.0,22830.0,59970.43606583
2022-10-13T09:00:00,22870.0,22920.0,20880.0,22500.0,259484.75314709
2022-10-14T09:00:00,22500.0,23800.0,22390.0,22600.0,262740.55746647
2022-10-15T09:00:00,22600.0,22720.0,22210.0,22300.0,63487.02302513
2022-10-16T09:00:00,22280.0,22930.0,22280.0,22650.0,76359.87392003
