datetime,open,high,low,close,volume
2022-12-14 13:00:00,18020.0,18070.0,17780.0,17890.0,109554.08116699
2022-12-14 17:00:00,17890.0,18110.0,17790.0,18020.0,107554.10694346
2022-12-14 21:00:00,18020.0,18350.0,17910.0,18330.0,153453.78496012
2022-12-15 01:00:00,18310.0,18490.0,17820.0,17940.0,147402.33888662
2022-12-15 05:00:00,17940.0,18130.0,17810.0,17930.0,71550.49357624
2022-12-15 09:00:00,17920.0,18180.0,17620.0,18140.0,147029.31305081
2022-12-15 13:00:00,18140.0,18150.0,17800.0,17800.0,66204.55672816
2022-12-15 17:00:00,17800.0,17990.0,17690.0,17950.0,61189.80432449
2022-12-15 21:00:00,17940.0,17940.0,17710.0,17750.0,46250.71403737
2022-12-16 01:00:00,17750.0,17790.0,17400.0,17570.0,40733.99803192
2022-12-16 05:00:00,17570.0,17600.0,17300.0,17440.0,46516.10601133
2022-12-16 09:00:00,17430.0,17510.0,17280.0,17420.0,42623.90926625
2022-12-16 13:00:00,17430.0,17470.0,17230.0,17430.0,33953.12212627
2022-12-16 17:00:00,17460.0,17460.0,16660.0,16850.0,114721.7524587
2022-12-16 21:00:00,16850.0,16900.0,16530.0,16670.0,51890.72716692
2022-12-17 01:00:00,16660.0,16700.0,16400.0,16700.0,28985.92021339
2022-12-17 05:00:00,16710.0,16750.0,15510.0,15850.0,108122.03887074
2022-12-17 09:00:00,15850.0,16270.0,15210.0,15590.0,105451.7835803
2022-12-17 13:00:00,15610.0,15860.0,15520.0,15820.0,28274.46225102
2022-12-17 17:00:00,15810.0,15890.0,15690.0,15760.0,17207.27140379
2022-12-17 21:00:00,15780.0,15800.0,15630.0,15750.0,13253.27984161
2022-12-18 01:00:00,15750.0,15750.0,15610.0,15620.0,3931.07474772
2022-12-18 05:00:00,15650.0,15870.0,15620.0,15850.0,8914.52193153
2022-12-18 09:00:00,15860.0,15870.0,15740.0,15850.0,24084.2536225
2022-12-18 13:00:00,15850.0,16350.0,15760.0,15800.0,21275.03119851
2022-12-18 17:00:00,15800.0,15820.0,15650.0,15740.0,11938.16458851
2022-12-18 21:00:00,15750.0,15830.0,15700.0,15730.0,10922.82035554
