datetime,open,high,low,close,volume
2022-09-06 09:00:00,687.0,705.0,645.0,648.0,141222530.55623803
2022-09-07 09:00:00,648.0,670.0,637.0,665.0,71878795.51155408
2022-09-08 09:00:00,665.0,672.0,648.0,665.0,67739510.83039121
2022-09-09 09:00:00,666.0,692.0,664.0,689.0,70946122.71789068
2022-09-10 09:00:00,690.0,720.0,680.0,703.0,115048622.28163303
2022-09-11 09:00:00,703.0,714.0,693.0,701.0,66533618.96883624
2022-09-12 09:00:00,702.0,709.0,682.0,689.0,82760159.9188894
2022-09-13 09:00:00,689.0,697.0,647.0,652.0,124674136.63408124
2022-09-14 09:00:00,652.0,681.0,651.0,674.0,77715503.26634346
2022-09-15 09:00:00,672.0,676.0,656.0,664.0,74998432.27146533
2022-09-16 09:00:00,664.0,669.0,643.0,669.0,64802401.8522808
2022-09-17 09:00:00,668.0,683.0,665.0,681.0,64489140.80981473
2022-09-18 09:00:00,681.0,689.0,622.0,633.0,100120278.807723
2022-09-19 09:00:00,634.0,645.0,617.0,639.0,83250869.63118362
2022-09-20 09:00:00,640.0,642.0,621.0,627.0,66101579.70485993
2022-09-21 09:00:00,627.0,661.0,610.0,633.0,188577034.2464488
2022-09-22 09:00:00,633.0,663.0,625.0,654.0,119078139.53267752
2022-09-23 09:00:00,654.0,691.0,642.0,670.0,214512321.8184532
2022-09-24 09:00:00,669.0,683.0,660.0,662.0,76674088.38546251
2022-09-25 09:00:00,663.0,673.0,645.0,648.0,69960565.05334057
2022-09-26 09:00:00,648.0,653.0,630.0,643.0,79298700.3754951
2022-09-27 09:00:00,643.0,660.0,630.0,636.0,95129655.49691322
2022-09-28 09:00:00,636.0,638.0,616.0,629.0,60959563.36042401
2022-09-29 09:00:00,629.0,633.0,619.0,628.0,46139348.26444362
2022-09-30 09:00:00,628.0,633.0,619.0,626.0,57012702.66596673
2022-10-01 09:00:00,626.0,628.0,619.0,621.0,23225281.38999399
2022-10-02 09:00:00,621.0,625.0,608.0,610.0,36336804.67631799
2022-10-03 09:00:00,610.0,620.0,606.0,616.0,30569681.51155325
2022-10-04 09:00:00,616.0,625.0,613.0,622.0,37937550.10288221
2022-10-05 09:00:00,621.0,623.0,608.0,614.0,38365667.51833703
2022-10-06 09:00:00,614.0,619.0,607.0,610.0,28763826.54399533
2022-10-07 09:00:00,610.0,612.0,602.0,605.0,34648375.82988541
2022-10-08 09:00:00,604.0,609.0,602.0,604.0,21993324.1706394
2022-10-09 09:00:00,604.0,605.0,600.0,602.0,19425059.58413688
2022-10-10 09:00:00,602.0,607.0,574.0,576.0,50816642.57684463
2022-10-11 09:00:00,577.0,577.0,555.0,561.0,52716003.17395745
2022-10-12 09:00:00,561.0,566.0,546.0,548.0,42362259.04278329
2022-10-13 09:00:00,549.0,550.0,504.0,542.0,125042190.7471442
2022-10-14 09:00:00,542.0,556.0,521.0,529.0,74390563.09335507
2022-10-15 09:00:00,529.0,534.0,522.0,527.0,31536395.19031354
2022-10-16 09:00:00,526.0,538.0,525.0,531.0,26728850.2814647
2022-10-17 09:00:00,531.0,539.0,525.0,534.0,39819793.9711808
2022-10-18 09:00:00,534.0,536.0,515.0,522.0,46682707.05047011
2022-10-19 09:00:00,521.0,522.0,505.0,506.0,42811328.1762907
2022-10-20 09:00:00,506.0,512.0,487.0,493.0,56786500.95555497
2022-10-21 09:00:00,492.0,504.0,478.0,502.0,64904898.30368371
2022-10-22 09:00:00,502.0,509.0,495.0,505.0,30933274.4910855
2022-10-23 09:00:00,505.0,520.0,498.0,518.0,46002786.16722385
2022-10-24 09:00:00,518.0,525.0,510.0,513.0,41241391.69636923
2022-10-25 09:00:00,513.0,591.0,512.0,566.0,134700343.7256679
2022-10-26 09:00:00,566.0,578.0,560.0,566.0,76030006.21108012
2022-10-27 09:00:00,565.0,585.0,545.0,547.0,61796146.00000032
2022-10-28 09:00:00,547.0,578.0,535.0,568.0,58487902.44675122
2022-10-29 09:00:00,568.0,623.0,565.0,587.0,194602617.60426465
2022-10-30 09:00:00,587.0,592.0,562.0,569.0,69903430.39623283
